Interval Data Recording,
,,,,,
Sequence #,Timestamp,A1 kWh,A2 kWh,A3 kWh,A System kWh
55978,2037/09/06 05:49:46 PM,32478.43,30769.98,25658.60,88907.01
55979,2037/09/06 06:04:47 PM,32479.02,30770.50,25658.96,88908.47
55980,2037/09/06 06:19:47 PM,32479.61,30771.01,25659.30,88909.92
55981,2037/09/06 06:34:48 PM,32480.22,30771.54,25659.68,88911.44
55982,2037/09/06 06:49:48 PM,32480.83,30772.05,25660.04,88912.92
55983,2037/09/06 07:04:49 PM,32481.48,30772.57,25660.48,88914.53
55984,2037/09/06 07:19:49 PM,32482.10,30773.11,25660.87,88916.08
55985,2037/09/06 07:34:49 PM,32482.65,30773.64,25661.19,88917.48
55986,2037/09/06 07:49:50 PM,32483.25,30774.18,25661.53,88918.95
55987,2037/09/06 08:04:50 PM,32483.87,30774.70,25661.95,88920.52
55988,2037/09/06 08:19:51 PM,32484.48,30775.22,25662.33,88922.03
55989,2037/09/06 08:34:51 PM,32485.05,30775.74,25662.70,88923.50
55990,2037/09/06 08:49:52 PM,32485.62,30776.26,25663.09,88924.98
55991,2037/09/06 09:04:52 PM,32486.25,30776.79,25663.48,88926.51
55992,2037/09/06 09:19:53 PM,32486.81,30777.31,25663.87,88927.99
55993,2037/09/06 09:34:53 PM,32487.45,30777.85,25664.25,88929.55
55994,2037/09/06 09:49:54 PM,32488.10,30778.37,25664.66,88931.12
55995,2037/09/06 10:04:54 PM,32488.74,30778.89,25665.08,88932.71
55996,2037/09/06 10:19:55 PM,32489.35,30779.41,25665.45,88934.21
55997,2037/09/06 10:34:55 PM,32490.00,30779.93,25665.91,88935.85
55998,2037/09/06 10:49:56 PM,32490.61,30780.46,25666.32,88937.39
55999,2037/09/06 11:04:56 PM,32491.25,30781.00,25666.74,88938.98
56000,2037/09/06 11:19:57 PM,32491.86,30781.52,25667.13,88940.50
56001,2037/09/06 11:34:57 PM,32492.52,30782.05,25667.54,88942.11
56002,2037/09/06 11:49:58 PM,32493.16,30782.57,25667.96,88943.69
56003,2037/09/07 12:04:58 AM,32493.77,30783.11,25668.38,88945.26
56004,2037/09/07 12:19:59 AM,32494.36,30783.63,25668.78,88946.77
56005,2037/09/07 12:34:59 AM,32494.93,30784.15,25669.14,88948.22
56006,2037/09/07 12:50:00 AM,32495.54,30784.68,25669.55,88949.77
56007,2037/09/07 01:05:00 AM,32496.16,30785.22,25670.05,88951.43
56008,2037/09/07 01:20:01 AM,32496.78,30785.74,25670.45,88952.97
56009,2037/09/07 01:35:01 AM,32497.44,30786.26,25670.88,88954.58
56010,2037/09/07 01:50:01 AM,32498.07,30786.79,25671.27,88956.13
56011,2037/09/07 02:05:02 AM,32498.68,30787.36,25671.71,88957.75
56012,2037/09/07 02:20:02 AM,32499.26,30787.93,25672.08,88959.27
56013,2037/09/07 02:35:03 AM,32499.91,30788.49,25672.55,88960.95
56014,2037/09/07 02:50:03 AM,32500.51,30789.08,25672.93,88962.52
56015,2037/09/07 03:05:04 AM,32501.17,30789.68,25673.47,88964.31
56016,2037/09/07 03:20:04 AM,32501.77,30790.27,25673.86,88965.91
56017,2037/09/07 03:35:05 AM,32502.42,30790.87,25674.31,88967.60
56018,2037/09/07 03:50:05 AM,32503.07,30791.50,25674.78,88969.34
56019,2037/09/07 04:05:06 AM,32503.73,30792.14,25675.22,88971.09
56020,2037/09/07 04:20:06 AM,32504.38,30792.80,25675.66,88972.84
56021,2037/09/07 04:35:07 AM,32505.01,30793.41,25676.13,88974.55
56022,2037/09/07 04:50:07 AM,32505.66,30794.05,25676.57,88976.28
56023,2037/09/07 05:05:08 AM,32506.35,30794.66,25677.02,88978.03
56024,2037/09/07 05:20:08 AM,32506.99,30795.26,25677.45,88979.71
56025,2037/09/07 05:35:09 AM,32507.67,30795.86,25677.90,88981.42
56026,2037/09/07 05:50:09 AM,32508.31,30796.49,25678.33,88983.12
56027,2037/09/07 06:05:10 AM,32508.97,30797.10,25678.74,88984.81
56028,2037/09/07 06:20:10 AM,32509.64,30797.71,25679.18,88986.52
56029,2037/09/07 06:35:11 AM,32510.23,30798.32,25679.57,88988.11
56030,2037/09/07 06:50:11 AM,32510.92,30798.94,25680.05,88989.91
56031,2037/09/07 07:05:12 AM,32511.55,30799.54,25680.42,88991.52
56032,2037/09/07 07:20:12 AM,32512.19,30800.15,25680.85,88993.20
56033,2037/09/07 07:35:13 AM,32512.90,30800.78,25681.26,88994.95
56034,2037/09/07 07:50:13 AM,32513.55,30801.37,25681.62,88996.55
56035,2037/09/07 08:05:13 AM,32514.18,30801.96,25682.00,88998.14
56036,2037/09/07 08:20:14 AM,32514.84,30802.56,25682.37,88999.77
56037,2037/09/07 08:35:14 AM,32515.54,30803.09,25682.78,89001.41
56038,2037/09/07 08:50:15 AM,32516.25,30803.61,25683.17,89003.04
56039,2037/09/07 09:05:15 AM,32516.91,30804.13,25683.55,89004.59
56040,2037/09/07 09:20:16 AM,32517.57,30804.65,25683.93,89006.15
56041,2037/09/07 09:35:16 AM,32518.23,30805.18,25684.33,89007.74
56042,2037/09/07 09:50:17 AM,32518.87,30805.70,25684.70,89009.27
56043,2037/09/07 10:05:17 AM,32519.52,30806.21,25685.09,89010.83
56044,2037/09/07 10:20:18 AM,32520.16,30806.73,25685.46,89012.34
56045,2037/09/07 10:35:18 AM,32520.80,30807.25,25685.82,89013.87
56046,2037/09/07 10:50:19 AM,32521.48,30807.77,25686.21,89015.45
56047,2037/09/07 11:05:19 AM,32522.16,30808.29,25686.62,89017.06
56048,2037/09/07 11:20:20 AM,32522.80,30808.80,25686.98,89018.59
56049,2037/09/07 11:35:20 AM,32523.45,30809.32,25687.37,89020.14
56050,2037/09/07 11:50:21 AM,32524.14,30809.84,25687.78,89021.76
56051,2037/09/07 12:05:21 PM,32524.85,30810.36,25688.19,89023.41
56052,2037/09/07 12:20:22 PM,32525.50,30810.90,25688.56,89024.96
56053,2037/09/07 12:35:22 PM,32526.15,30811.44,25688.90,89026.50
56054,2037/09/07 12:50:23 PM,32526.84,30811.96,25689.29,89028.09
56055,2037/09/07 01:05:23 PM,32527.46,30812.48,25689.63,89029.57
56056,2037/09/07 01:20:24 PM,32528.10,30813.00,25689.99,89031.08
56057,2037/09/07 01:35:24 PM,32528.72,30813.51,25690.33,89032.57
56058,2037/09/07 01:50:25 PM,32529.36,30814.03,25690.69,89034.08
56059,2037/09/07 02:05:25 PM,32529.99,30814.55,25691.11,89035.66
56060,2037/09/07 02:20:25 PM,32530.64,30815.08,25691.49,89037.20
56061,2037/09/07 02:35:26 PM,32531.25,30815.61,25691.84,89038.70
56062,2037/09/07 02:50:26 PM,32531.84,30816.13,25692.18,89040.15
56063,2037/09/07 03:05:27 PM,32532.41,30816.65,25692.51,89041.58
56064,2037/09/07 03:20:27 PM,32533.02,30817.17,25692.86,89043.05
56065,2037/09/07 03:35:28 PM,32533.60,30817.69,25693.18,89044.47
56066,2037/09/07 03:50:28 PM,32534.19,30818.21,25693.51,89045.91
56067,2037/09/07 04:05:29 PM,32534.80,30818.73,25693.86,89047.39
56068,2037/09/07 04:20:29 PM,32535.41,30819.28,25694.20,89048.88
56069,2037/09/07 04:35:30 PM,32536.02,30819.80,25694.55,89050.38
56070,2037/09/07 04:50:30 PM,32536.60,30820.32,25694.87,89051.80
56071,2037/09/07 05:05:31 PM,32537.17,30820.84,25695.21,89053.23
56072,2037/09/07 05:20:31 PM,32537.76,30821.36,25695.56,89054.69
56073,2037/09/07 05:35:32 PM,32538.33,30821.88,25695.92,89056.14
56074,2037/09/07 05:50:32 PM,32538.91,30822.40,25696.26,89057.57
56075,2037/09/07 06:05:33 PM,32539.50,30822.94,25696.59,89059.02
56076,2037/09/07 06:20:33 PM,32540.06,30823.46,25696.93,89060.45
56077,2037/09/07 06:35:34 PM,32540.63,30823.97,25697.26,89061.87
56078,2037/09/07 06:50:34 PM,32541.24,30824.50,25697.63,89063.37
56079,2037/09/07 07:05:35 PM,32541.82,30825.02,25697.96,89064.80
56080,2037/09/07 07:20:35 PM,32542.40,30825.54,25698.31,89066.24
